SEGMENTO;-;
NOME DA INSTITUICAO;-;
CNPJ;-;
PAIS;Todos;
UF;-;
MUNICIPIO;-;
;
CNPJ;NOME DA INSTITUICAO;ENDERECO;COMPLEMENTO;BAIRRO;CEP;MUNICIPIO;UF;PAIS;DDD;FONE;SITE NA WEB;SITUAÇÃO;
52833288;"LB PAY INSTITUIÇÃO DE PAGAMENTO LTDA";"RUA GOMES DE CARVALHO, 1108";"CONJUNTO 82";"VILA OLÍMPIA";"4547-004";"SAO PAULO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
4836002;"LEASEPLAN ARRENDAMENTO MERCANTIL S.A.";"RUA APENINOS";"CONJUNTOS 51 E 52";"VILA MARIANA";"1533000";"SAO PAULO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
11271860;"LEBES FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO";"AVENIDA DAS INDÚSTRIAS, 1700";"SALA B";"INDUSTRIAL";"92990000";"ELDORADO DO SUL";"RS";"Brasil";-;-;"https://www.lebesfinanceira.com.br";"Autorizada em Atividade";
7652226;"LECCA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A";"RUA VISCONDE DE PIRAJA";"433, SALAS 802/803";"IPANEMA";"22410003";"RIO DE JANEIRO";"RJ";"Brasil";-;-;"https://www.lecca.com.br";"Autorizada em Atividade";
44154779;"LEND INSTITUICAO DE PAGAMENTO LTDA";"RUA DEPUTADO LACERDA FRANCO, 300";"CJ. 36, PARTE B";"PINHEIROS";"05418000";"SAO PAULO";"SP";"Brasil";-;-;"https://lend.tech/pt";"Autorizada em Atividade";
37526080;"LEND SOCIEDADE DE CRÉDITO DIRETO S.A.";"RUA DEPUTADO LACERDA FRANCO, 300";"CJ 36";"PINHEIROS";"05418000";"SAO PAULO";"SP";"Brasil";-;-;"https://lend.tech/pt";"Autorizada em Atividade";
45457891;"LEV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.";"AVENIDA BRIGADEIRO FARIA LIMA  1234";"5 ANDAR";"ITAIM BIBI";"01451001";"SAO PAULO";"SP";"Brasil";-;-;"https://www.lev.com.vc/";"Autorizada em Atividade";
50579044;"LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.";"AV ANGELICA 2503";"10  ANDAR UNIDADE 105 A 108";"CENTRO";"01227200";"SAO PAULO";"SP";"Brasil";-;-;"https://www.levycam.com.br";"Autorizada em Atividade";
34102055;"LIG SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.";"RUA TABAPUã, N° 1.123";"CONJUNTO 215";"ITAIM BIBI";"04533004";"SAO PAULO";"SP";"Brasil";-;-;-;-;
24361690;"LIMINE TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.";"AVENIDA DOUTOR CARDOSO DE MELO  N  1184";"CJ  91";"VILA OLÍMPIA";"04548004";"SAO PAULO";"SP";"Brasil";-;-;"https://www.liminedtvm.com.br";"Autorizada em Atividade";
37663090;"LINA INSTITUICAO DE PAGAMENTO S.A";"RUA CORREIA DIAS 93";"SALA 102";"PARAISO";"04104000";"SAO PAULO";"SP";"Brasil";-;-;"https://linaopenx.com.br/";"Autorizada em Atividade";
40768766;"LIONS TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.";"AVENIDA BRIGADEIRO FARIA LIMA, 2.012, 14- ANDAR";"CONJUNTO 141";"JARDIM PAULISTANO";"01451919";"SAO PAULO";"SP";"Brasil";-;-;"https://www.lionstrust.com.br";"Autorizada em Atividade";
48552108;"LIQUIDO INSTITUICAO DE PAGAMENTO LTDA";"AVENIDA DAS NAÇÕES UNIDAS, 14.401";"TORRE A2 - JEQUITIBÁ - CONJUNTO 181, 18 ANDAR";"VILA GERTRUDES";"04794000";"SAO PAULO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
32971064;"LISTO INSTITUICAO DE PAGAMENTO LTDA";"AV. BRIG. FARIA LIMA, NÚMERO 1663 - 8 ANDAR";-;"JD PAULISTANO";"01452001";"SAO PAULO";"SP";"Brasil";-;-;"https://www.soulisto.com.br";"Autorizada em Atividade";
34088029;"LISTO SOCIEDADE DE CREDITO DIRETO S.A.";"AVENIDA BRIGADEIRO FARIA LIMA, 1663";"8- ANDAR";"JARDIM PAULISTANO";"01452001";"SAO PAULO";"SP";"Brasil";-;-;"https://www.soulisto.com.br";"Autorizada em Atividade";
50032584;"LOAN BRASIL SOCIEDADE DE CRÉDITO DIRETO S.A.";"RUA 24 DE MAIO, N- 339, SALA D, EDIFÍCIO VICENTE";-;"CENTRO";"69010080";"MANAUS";"AM";"Brasil";-;-;-;"Autorizada em Atividade";
19981015;"LOGCARD MEIOS DE PAGAMENTO LTDA";"R MAGDA PERONA FROSSARD, 640";"SALA 05-A";"NOVA ALIANCA";"14026596";"RIBEIRAO PRETO";"SP";"Brasil";-;-;"https://www.logcardbrasil.com.br";-;
34669130;"LP DO BRASIL INSTITUIÇÃO DE PAGAMENTO LTDA.";"RUA AVELINO SILVEIRA FRANCO, 149";"SALA 313-A";"VILLE SAINT HELENE";"13105822";"CAMPINAS";"SP";"Brasil";-;-;"https://localpayment.com/";"Autorizada em Atividade";
60250776;"LUIZA ADMINISTRADORA DE CONSÓRCIOS LTDA";"R DO COMERCIO  1 924";-;"CENTRO";"14400660";"FRANCA";"SP";"Brasil";-;-;"https://www.consorcioluiza.com.br";"Autorizada em Atividade";
2206577;"LUIZACRED S.A. SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO";"RUA MARIA PRESTES MAIA  300";"SALA 5A";"CARANDIRU";"02047901";"SAO PAULO";"SP";"Brasil";-;-;"https://www.itau.com.br";"Autorizada em Atividade";
15122605;"LÚMINA CORRETORA DE CÂMBIO LTDA.";"AVENIDA CENTENÁRIO, 2992";"LOJA 427   SHOPPING BARRA";"BARRA";"40140902";"SALVADOR";"BA";"Brasil";-;-;-;"Autorizada em Atividade";
58860976;"M.I6 ADMINISTRADORA DE CONSÓRCIO LTDA.";"PRAÇA OTÁVIO ROCHA, 65";"CJ 26";"CENTRO HISTÓRICO";"90020140";"PORTO ALEGRE";"RS";"Brasil";-;-;"https://www.mi6consorcio.com.br";"Autorizada em Atividade";
36864992;"MAF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.";"RUA ALVES GUIMARÃES";-;"PINHEIROS";"05410002";"SAO PAULO";"SP";"Brasil";-;-;"https://www.mafdtvm.com.br";"Autorizada em Atividade";
21995256;"MAG INSTITUICAO DE PAGAMENTO LTDA";"TRAVESSA BELAS ARTES N- 5";"2- ANDAR (PARTE";"CENTRO";"20606000";"RIO DE JANEIRO";"RJ";"Brasil";-;-;-;"Autorizada em Atividade";
61021673;"MAGALUPAY - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.";"RUA MARIA PRESTES MAIA, 300";"SALA 6G";"CARANDIRU";"02047901";"SAO PAULO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
13884775;"MAGALUPAY INSTITUIÇÃO DE PAGAMENTO S.A.";"RUA MARIA PRESTES MAIA 300";"SALA 6D";"CARANDIRU";"02047901";"BARUERI";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
17028875;"MAGEN INSTITUICAO DE PAGAMENTO LTDA";"RUA HEITOR STOCKLER DE FRANÇA, 396";"CONJ 1406, 14 ANDAR - CONDOMÍNIO NEO SUPER QUADRA";"CENTRO CÍVICO";"80030030";"CURITIBA";"PR";"Brasil";-;-;-;-;
4250224;"MAGGI ADMINISTRADORA DE CONSÓRCIOS LTDA";"AV DR  OCTAVIANO PEREIRA MENDES  1100   SL 03";-;"CENTRO";"13301000";"ITU";"SP";"Brasil";-;-;"https://www.consorciomaggi.com.br";"Autorizada em Atividade";
44683140;"MAGNUM SOCIEDADE DE CRÉDITO DIRETO S.A.";"ALAMEDA SANTOS 1940";"11 ANDAR   CONJUNTO 111";"CERQUEIRA CESAR";"01418102";"SAO PAULO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
9370323;"MANDACARU ADMINISTRADORA DE CARTOES S/A";"R DESEMBARGADOR LEITE ALBUQUERQUE";"SALA 701/702";"ALDEOTA";"60150150";"FORTALEZA";"CE";"Brasil";-;-;-;-;
14615234;"MAPBANK INSTITUICAO DE PAGAMENTO LTDA";"AVENIDA OSVALDO REIS, 3385";"SALA 2202A";"PRAIA PRAVA";"88306773";"ITAJAI";"SC";"Brasil";-;-;-;-;
45793395;"MASSEY FERGUSON ADMINISTRADORA DE CONSÓRCIOS LTDA";"RUA  JOAO RAMALHO  30";"1  ANDAR";"VILA NOVA";"13309045";"ITU";"SP";"Brasil";-;-;"https://www.cnmf.com.br";"Autorizada em Atividade";
54024532;"MAX INSTITUIÇÃO DE PAGAMENTO LTDA";"TV SAO JOSÉ 455";"SALA 74";"NAVEGANTES";"90240200";"PORTO ALEGRE";"RS";"Brasil";-;-;-;"Autorizada em Atividade";
76853043;"MENEGALLI ADMINISTRADORA DE CONSÓRCIOS LTDA";"AV ENGENHEIRO MESQUITA, 105";-;"CENTRO";"88900057";"ARARANGUA";"SC";"Brasil";-;-;"https://www.consorciomenegalli.com.br";"Autorizada em Atividade";
46349106;"MERCABENCO ADMINISTRADORA DE CONSORCIO LTDA";"AV. BRASIL, 799";-;"JARDIM AMERICA";"01431000";"SAO PAULO";"SP";"Brasil";-;-;"https://www.mercabenco.com";"Autorizada em Atividade";
16683062;"MERCADO BITCOIN CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.";"AVENIDA BRIGADEIRO FARIA LIMA, 2113";"3O ANDAR, SALA 2";"CENTRO";"01452001";"BELO HORIZONTE";"MG";"Brasil";-;-;"https://www.mercadobitcoin.com.br/pay";"Autorizada em Atividade";
11351086;"MERCADO BITCOIN INSTITUICAO DE PAGAMENTO LTDA";"AVENIDA BRIGADEIRO FARIA LIMA, 2113";"AN 3";"JARDIM PAULISTANO";"01452001";"SAO PAULO";"SP";"Brasil";-;-;"https://www.mercadobitcoin.com.br/pay";"Autorizada em Atividade";
37679449;"MERCADO CRÉDITO SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.";"AV. DAS NAÇÕES UNIDAS, N- 3.003";"PARTE G";"BONFIM";"06233903";"OSASCO";"SP";"Brasil";-;-;"https://www.mercadopago.com.br";"Autorizada em Atividade";
57671443;"MERCADO PAGO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.";"AV AVENIDA DAS NACOES UNIDAS, 3003";"PARTE J";"BONFIM";"06233903";"OSASCO";"SP";"Brasil";-;-;"https://www.mercadopago.com.br";"Autorizada em Atividade";
10573521;"MERCADO PAGO INSTITUIÇÃO DE PAGAMENTO LTDA.";"AVENIDA DAS NACOES UNIDAS  3003";-;"BONFIM";"06233903";"OSASCO";"SP";"Brasil";-;-;"https://www.mercadopago.com.br";"Autorizada em Atividade";
17364795;"MERCANTIL DO BRASIL DISTRIBUIDORA S.A. - TÍTULOS E VALORES MOBILIÁRIOS";"RUA RIO DE JANEIRO, 654";"9º ANDAR";"CENTRO";"30160912";"BELO HORIZONTE";"MG";"Brasil";-;-;"https://www.mercantil.com.br";"Autorizada em Atividade";
33040601;"MERCANTIL FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO.";"RUA MINISTRO OROZIMBO NONATO";"15 ANDAR";"VILA DA SERRA";"34006053";"NOVA LIMA";"MG";"Brasil";-;-;"https://www.mercantil.com.br";"Autorizada em Atividade";
162760;"MERCEDES-BENZ LEASING DO BRASIL ARRENDAMENTO MERCANTIL S.A.";"AVENIDA ALFRED JURZYKOWSKI N  562";"PRÉDIO 20, 2- ANDAR";"PAULICEIA";"09680900";"SAO BERNARDO DO CAMPO";"SP";"Brasil";-;-;"https://www.bancomercedesbenz.com.br";"Autorizada em Atividade";
2670590;"MERRILL LYNCH S.A. CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS";"AV BRIGADEIRO FARIA LIMA, 3400";"11- E 12- ANDARES";"ITAIM BIBI";"04538132";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bofabrasil.com.br/";"Autorizada em Atividade";
41592532;"MÉRITO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.";"RUA FUNCHAL  418";"21  ANDAR";"VILA OLIMPIA";"04551060";"SAO PAULO";"SP";"Brasil";-;-;"https://www.meritodtvm.com.br";"Autorizada em Atividade";
57771416;"MÉRITO SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.";"RUA FUNCHAL 418";"21 ANDAR";"VILA OLIMPIA";"04551060";"SAO PAULO";"SP";"Brasil";-;-;"https://merito.inc/";"Autorizada em Atividade";
32343119;"MÊNTORE INSTITUIÇÃO DE PAGAMENTO S.A.";"AVENIDA DESEMBARGADOR MOREIRA, 1300";"SALA 1105, TORRE NORTE";"ALDEOTA";"60170002";"FORTALEZA";"CE";"Brasil";-;-;"https://www.mentorebank.com.br/";"Autorizada em Atividade";
51834986;"MH SOCIEDADE DE CRÉDITO DIRETO S.A.";"AV. SOUZA NAVES , N° 1060, 2° ANDAR";-;"ZONA 02";"87200316";"CIANORTE";"PR";"Brasil";-;-;-;"Autorizada em Atividade";
45756448;"MICROCASH SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.";"ALAMEDA JOAQUIM EUGÊNIO DE LIMA, 680";"15 ANDAR";"JARDIM PAULISTA";"01403000";"SAO PAULO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
5076239;"MICROINVEST S.A. SOCIEDADE DE CRÉDITO A MICROEMPREENDEDOR";"PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA,100";"TORRE OLAVO SETUBAL, 6- ANDAR";"PARQUE JABAQUARA";"04344902";"SAO PAULO";"SP";"Brasil";-;-;"https://www.itau.com.br";"Autorizada em Atividade";
9464032;"MIDWAY S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO";"RUA LEMOS MONTEIRO, 120";"15 ANDAR, PARTE, EDIFÍCIO PINHEIROS ONE";"BUTANTÃ";"05501050";"SAO PAULO";"SP";"Brasil";-;-;"https://www.midway.com.br";"Autorizada em Atividade";
12392983;"MIRAE ASSET (BRASIL) CORRETORA DE CÂMBIO, TÍTULOS  E VALORES MOBILIÁRIOS LTDA.";"AVENIDA BRIGADEIRO FARIA LIMA, Nº 3900";"4º ANDAR";"ITAIM BIBI";"04538132";"SAO PAULO";"SP";"Brasil";-;-;"https://corretora.miraeasset.com.br";"Autorizada em Atividade";
97447304;"MOMENTO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA";"RUA DA AJUDA, 35, SALA 1901 (PARTE)";-;"CENTRO";"20040915";"RIO DE JANEIRO";"RJ";"Brasil";-;-;-;"Autorizada em Atividade";
63055668;"MONEE SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.";"AV. BRIGADEIRO FARIA LIMA, 949";"CONJUNTO 601 (PARTE";"PINHEIROS";"05426100";"SAO PAULO";"SP";"Brasil";-;-;"https://shopeepay.com.br";"Autorizada em Atividade";
48751854;"MONEE SOCIEDADE DE CRÉDITO DIRETO S.A.";"AV. BRIGADEIRO FARIA LIMA, 949";"6O ANDAR - PARTE";"PINHEIROS";"05426100";"SAO PAULO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
46505612;"MONERY INSTITUICAO DE PAGAMENTO S.A.";"RUA ALAMEDA RIO NEGRO, 503, SALA 1810 B";"COND. ESCRITÓRIOS RIO NEGRO,";"ALPHAVILLE";"06454000";"BARUERI";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
12063256;"MONETAR DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.";"RUA JOAQUIM FLORIANO";"18º ANDAR, CONJUNTO 182";"ITAIM BIBI";"04534000";"SAO PAULO";"SP";"Brasil";-;-;"https://www.monetar.com.br";"Autorizada em Atividade";
46026562;"MONETARIE SOCIEDADE DE CRÉDITO DIRETO S.A.";"AVENIDA CARLOS GOMES  N  300";"SALA 1502";"BOA VISTA";"90480000";"PORTO ALEGRE";"RS";"Brasil";-;-;-;"Autorizada em Atividade";
30153943;"MONEY CLOUD INSTITUIÇÃO DE PAGAMENTO S.A.";"SMAS TRECHO 03, EDIFÍCIO THE UNION";"BLOCO E - SALA 201";"ZONA IND GUARA";"70610053";"BRASILIA";"DF";"Brasil";-;-;"https://www.moneycloud.com.br";"Pendente de Validação";
8609934;"MONEYCORP BANCO DE CÂMBIO S.A.";"RUA JOAQUIM FLORIANO, 1.052";"CONJS. 71 E 72 EDIFÍCIO BERTOLUCCI";"ITAIM BIBI";"04534004";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bancomoneycorp.com.br";"Autorizada em Atividade";
34666362;"MONOPÓLIO CORRETORA DE CÂMBIO LTDA.";"AVEN BRAZ DE AGUIAR, 202";-;"NAZARE";"66035000";"BELEM";"PA";"Brasil";-;-;"https://www.monopoliocambio.com.br";"Autorizada em Atividade";
50489148;"MONTE BRAVO CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.";"RUA MINISTRO JESUÍNO CARDOSO 454";"9- ANDAR, SALA 91";"VILA NOVA CONCEIÇÃO";"04544051";"SAO PAULO";"SP";"Brasil";-;-;"https://www.montebravo.com.br";"Autorizada em Atividade";
4323351;"MORGAN STANLEY CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.";"AV. BRIGADEIRO FARIA LIMA, 3.600";"6º ANDAR";"ITAIM BIBI";"04538132";"SAO PAULO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
5126027;"MOTOASA ADMINISTRADORA DE CONSÓRCIOS LTDA.";"RUA FELIPE ACHe  38";-;"JARDIM SaO LUIZ";"14020240";"RIBEIRAO PRETO";"SP";"Brasil";-;-;"https://www.motoasaconsorcios.com.br";"Autorizada em Atividade";
42622791;"MOTTU SOCIEDADE DE CRÉDITO DIRETO S.A.";"AVENIDA VALDEMAR FERREIRA, 136";-;"BUTANTÃ";"05501010";"SAO PAULO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
31166683;"MOUNT PAY SERVICOS FINANCEIROS E INSTITUICAO DE PAGAMENTO LTDA";"RUA MARECHAL DEODORO, 869";"CONJ  806, ANDAR 08";"CENTRO";"80060010";"CURITIBA";"PR";"Brasil";-;-;"https://mountbank.com.br/";-;
33959738;"MOVA SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.";"AV. DAS NAÇÕES UNIDAS, 14.401";"TORRE C-1 (SUCUPIRA  DO COMPLEXO PARQUE DA CIDADE";"VILA GERTRUDES";"04794000";"SAO PAULO";"SP";"Brasil";-;-;"https://www.mova.vc";"Autorizada em Atividade";
33444505;"MR S.A INSTITUICAO DE PAGAMENTO";"AVENIDA BRIGADEIRO FARIA LIMA, 2369";"SALA 28, CONJ. 1102";"JARDIM PAULISTANO";"01452922";"SAO PAULO";"SP";"Brasil";-;-;"https://www.mrpay.com.br/";"Autorizada em Atividade";
50871921;"MT INSTITUICAO DE PAGAMENTO SA";"ALAMEDA TOCANTINS, N- 125";"CJ. 2902";"ALPHAVILLE CENTRO";"06455020";"BARUERI";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
46297307;"MUEVY INSTITUICAO DE PAGAMENTO SA";"ALAMEDA RIO NEGRO, 585";"BL A, 2- ANDAR, CONJ. 22";"ALPHAVILLE INDUSTRIA";"06454000";"BARUERI";"SP";"Brasil";-;-;"https://www.muevy.com/";"Autorizada em Atividade";
38593706;"MULTICRED SOCIEDADE DE CRÉDITO DIRETO S.A.";"RUA ALCEU AMOROSO LIMA, N- 276 A";"SALAS 411/412";"CAMINHO DAS ÁRVORES";"41820770";"SALVADOR";"BA";"Brasil";-;-;"https://www.multicredscd.com.br";"Autorizada em Atividade";
4124922;"MULTIMARCAS ADMINISTRADORA DE CONSORCIOS LTDA.";"AV AMAZONAS N- 126";-;"CENTRO";"30180001";"BELO HORIZONTE";"MG";"Brasil";-;-;"https://www.multimarcasconsorcios.com.br";"Autorizada em Atividade";
62448932;"MULTIPLIKE FINANCEIRA S.A. SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO";"RUA RUI BARBOSA, 1805";-;"COSTA E SILVA";"89220100";"JOINVILLE";"SC";"Brasil";-;-;"https://www.multiplike.com.br";"Autorizada em Atividade";
3847413;"MULVI INSTITUICAO DE PAGAMENTO S.A.";"RUA GUTEMBERG CHAGAS, 222";-;"INACIO BARBOSA";"49040780";"ARACAJU";"SE";"Brasil";-;-;-;"Autorizada em Atividade";
53822116;"MW INSTITUICAO DE PAGAMENTO LTDA";"ALAMEDA ROLF COLIN, 138 SALA 703";"EDIFICIO ROLF COLIN CORPORATE";"AMERICA";"89204070";"JOINVILLE";"SC";"Brasil";-;-;"https://mwbank.com.br/";"Autorizada em Atividade";
27268770;"MYCON ADMINISTRADORA DE CONSÓRCIOS S.A.";"AV. N. S. DOS NAVEGANTES, 675, 7 ANDAR, SALA 701";-;"ENSEADA DO SUÁ";"29050912";"VITORIA";"ES";"Brasil";-;-;"https://www.mycon.com.br";"Autorizada em Atividade";
40867163;"N26 SOCIEDADE DE CRÉDITO DIRETO S.A.";"AVENIDA REBOUÇAS, N- 3.970";"CONDOMÍNIO EDIFÍCIO ELDORADO BUSINESS TOWER";"PINHEIROS";"05402920";"SAO PAULO";"SP";"Brasil";-;-;"https://n26.com/pt-br";"Autorizada em Atividade";
56047774;"NAGRO SOCIEDADE DE CRÉDITO DIRETO S.A.";"AVENIDA BÉLGICA N.1220";"SALA 08";"TIBERY";"38405030";"UBERLANDIA";"MG";"Brasil";-;-;"https://nagro.com.br/";"Autorizada em Atividade";
9092759;"NAIP INSTITUIÇÃO DE PAGAMENTO S.A.";"ALAMEDA XINGU 512, 8- ANDAR, PARTE";"CONDOMINIO EVOLUITON CORPORATE";"ALPHAVILLE";"06455030";"BARUERI";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
5652765;"NANUQUE ADMINISTRADORA DE CONSÓRCIOS LTDA.";"AVENIDA MUCURI, 1575";-;"CENTRO";"39860000";"NANUQUE";"MG";"Brasil";-;-;"https://www.consorcionanuque.com.br";"Autorizada em Atividade";
48805820;"NATURA &CO PAY SOCIEDADE DE CRÉDITO DIRETO S.A.";"AVENIDA ALEXANDRE COLARES, 1188";"SALA A22D";"VILA JAGUARÁ";"05106000";"SAO PAULO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
57030391;"NDD INSTITUICAO DE PAGAMENTO LTDA";"RUA HEITOR VILLA LOBOS, 525";"LOTE 1 - QUADR 2 - 5- ANDAR - PQ ORION";"SÃO FRANCISCO";"88506400";"LAGES";"SC";"Brasil";-;-;-;"Autorizada sem Atividade";
6255692;"NDD TECH LTDA";"R HEITOR VILLA LOBOS, 525";"LOTE 01 DA QUADRA 02, 2- E 3- ANDAR";"SÃO FRANCISCO";"88506400";"LAGES";"SC";"Brasil";-;-;"https://ndd.tech/";-;
4379829;"NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS";"RUA JOÃO BETTEGA, 830";-;"PORTÃO";"81070000";"CURITIBA";"PR";"Brasil";-;-;"https://www.credipar.com.br";"Autorizada em Atividade";
12573115;"NEL3 PAY INSTITUICAO DE PAGAMENTO LTDA";"Q CRS 502 W3 SUL";"SN";"ASA SUL";"70330522";"BRASILIA";"DF";"Brasil";-;-;"https://nel3pay.com.br";"Pendente de Validação";
61723847;"NEON CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.";"AVENIDA FRANCISCO MATARAZZO, 1.350";"2° ANDAR";"AGUA BRANCA";"05001100";"SAO PAULO";"SP";"Brasil";-;-;"https://neon.com.br/";"Autorizada em Atividade";
11285104;"NEON FINANCEIRA - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A";"AVENIDA FRANCISCO MATARAZZO";"2 ANDAR";"AGUA BRANCA";"05001100";"SAO PAULO";"SP";"Brasil";-;-;"https://neon.com.br/";"Autorizada em Atividade";
20855875;"NEON PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAMENTO";"AVENIDA FRANCISCO MATARAZZO, 1.350";"ANDAR 2";"AGUA BRANCA";"05001100";"SAO PAULO";"SP";"Brasil";-;-;"https://neon.com.br/";"Autorizada em Atividade";
34254279;"NEXOOS SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.";"RUA BUTANTA 468";"7O ANDAR - SALA 5";"PINHEIROS";"05424000";"SAO PAULO";"SP";"Brasil";-;-;"https://nexoos.com.br";"Autorizada em Atividade";
40710595;"NG CASH INSTITUIÇÃO DE PAGAMENTO LTDA.";"RUA CARDEAL ARCOVERDE,  2365";"4 ANDAR, CJS 42 E 44";"PINHEIROS";"05407003";"SAO PAULO";"SP";"Brasil";-;-;"https://www.ng.cash/";"Autorizada em Atividade";
45597546;"NG CASH SOCIEDADE DE CRÉDITO DIRETO S.A.";"RUA GUILHERMINA GUINLE  272";"7 ANDAR  PARTE II";"BOTAFOGO";"22270060";"RIO DE JANEIRO";"RJ";"Brasil";-;-;-;"Autorizada em Atividade";
65635377;"NGO ASSOCIADOS CORRETORA DE CÂMBIO LTDA.";"PRAÇA ANTONIO PRADO, 33 - 4 ANDAR CJ 402 A 408";-;"CENTRO";"01010010";"SAO PAULO";"SP";"Brasil";-;-;"https://www.ngo.com.br";"Autorizada em Atividade";
87963450;"NIKOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.";"RUA VISCONDE DE PIRAJÁ, 470";"4° ANDAR";"IPANEMA";"22410002";"RIO DE JANEIRO";"RJ";"Brasil";-;-;-;"Autorizada em Atividade";
;"NINE - SOCIEDADE DE CRÉDITO DIRETO S.A.";"AVENIDA PRESIDENTE CASTELO BRANCO, 7.777";"1° ANDAR, CONJUNTO B";"PARQUE RES. DA LAPA";"05034000";"SAO PAULO";"SP";"Brasil";-;-;-;"Autorizada sem Atividade";
49442607;"NIUM INSTITUICAO DE PAGAMENTO LTDA";"RUA OSCAR FREIRE, 1702";"APTO. 77";"PINHEIROS";"05409011";"SAO PAULO";"SP";"Brasil";-;-;"https://www.nium.com/";"Autorizada sem Atividade";
44921281;"NIXFIN SOCIEDADE DE CRÉDITO DIRETO S.A.";"RUA MADALENA BARBI, 181";-;"CENTRO";"88015190";"FLORIANOPOLIS";"SC";"Brasil";-;-;"https://www.gruponexxees.com";"Autorizada em Atividade";
49204605;"NOSSA TERRA BRASIL COOPERATIVA DE CRÉDITO";"AVENIDA DOUTOR FERNANDO COSTA  S N";-;"CENTRO";"11950000";"CAJATI";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
4257795;"NOVA FUTURA CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.";"ALAMEDA SANTOS, Nº 960";"10º ANDAR";"CERQUEIRA CESAR";"01418002";"SAO PAULO";"SP";"Brasil";-;-;"https://www.novafutura.com.br";"Autorizada em Atividade";
74828799;"NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO";"RUA URUGUAI  155";"CJ  1308";"CENTRO";"90010140";"PORTO ALEGRE";"RS";"Brasil";-;-;"https://www.nbcbank.com.br";"Autorizada em Atividade";
5395814;"NOVOTEMPO ADMINISTRADORA DE CONSORCIOS LTDA.";"RUA ALVARO RIBEIRO";-;"VILA REHDER";"0013465400";"AMERICANA";"SP";"Brasil";-;-;"https://www.novotempoconsorcio.com.br";"Autorizada em Atividade";
